,Date,Country,Locality,Sector,Acc_level,Pot_Acc_Level,Gender,Emp_type,Risk_Type,Description,Year,Month,Day,Weekday,WeekofYear,Season,Quarter,CleanDescription,New_Description
345,2017-02-03,3,10,3,1,1,1,2,31,"On 02/03/17 during the soil sampling in the region of Sta. the employees Rafael and Danillo da Silva were attacked by a bee test. They rushed away from the place, but the employee Rafael took 4 bites, one on the chin, one on the chest, one on the neck and one on the hand over the glove. The employee took 4 bites, one in his hand over his glove and the other in the head, and the employee Danillo took 2 bites in the left arm over his uniform. At first no one sketched allergy, just swelling at the sting site. The activity was stopped to evaluate the site, after verifying that the test had remained in the line, they left the site.",2,2,3,1,4,3,1,"['soil', 'sample', 'region', 'sta', 'employees', 'rafael', 'danillo', 'silva', 'attack', 'bee', 'test', 'rush', 'away', 'place', 'employee', 'rafael', 'take', 'bite', 'one', 'chin', 'one', 'chest', 'one', 'neck', 'one', 'hand', 'glove', 'employee', 'take', 'bite', 'one', 'hand', 'glove', 'head', 'employee', 'danillo', 'take', 'bite', 'leave', 'arm', 'uniform', 'first', 'one', 'sketch', 'allergy', 'swell', 'sting', 'site', 'activity', 'stop', 'evaluate', 'site', 'verify', 'test', 'remain', 'line', 'leave', 'site']",soil sample region sta employees rafael danillo silva attack bee test rush away place employee rafael take bite one chin one chest one neck one hand glove employee take bite one hand glove head employee danillo take bite leave arm uniform first one sketch allergy swell sting site activity stop evaluate site verify test remain line leave site
346,2017-02-03,3,10,3,1,1,1,2,31,"On 02/03/17 during the soil sampling in the region of Sta. the employees Rafael and Danillo da Silva were attacked by a bee test. They rushed away from the place, but the employee Rafael took 4 bites, one on the chin, one on the chest, one on the neck and one on the hand over the glove. The employee took 4 bites, one in his hand over his glove and the other in the head, and the employee Danillo took 2 bites in the left arm over his uniform. At first no one sketched allergy, just swelling at the sting site. The activity was stopped to evaluate the site, after verifying that the test had remained in the line, they left the site.",2,2,3,1,4,3,1,"['soil', 'sample', 'region', 'sta', 'employees', 'rafael', 'danillo', 'silva', 'attack', 'bee', 'test', 'rush', 'away', 'place', 'employee', 'rafael', 'take', 'bite', 'one', 'chin', 'one', 'chest', 'one', 'neck', 'one', 'hand', 'glove', 'employee', 'take', 'bite', 'one', 'hand', 'glove', 'head', 'employee', 'danillo', 'take', 'bite', 'leave', 'arm', 'uniform', 'first', 'one', 'sketch', 'allergy', 'swell', 'sting', 'site', 'activity', 'stop', 'evaluate', 'site', 'verify', 'test', 'remain', 'line', 'leave', 'site']",soil sample region sta employees rafael danillo silva attack bee test rush away place employee rafael take bite one chin one chest one neck one hand glove employee take bite one hand glove head employee danillo take bite leave arm uniform first one sketch allergy swell sting site activity stop evaluate site verify test remain line leave site
347,2017-04-03,2,2,2,1,5,1,1,30,"The employee, who was hitchhiking, on the CEP 403 truck, equipment, he crossed the central canterio of the track to catch the key of the wheel loader with another operator who was stopped in the opposite direction. Upon returning to the truck, it was hit in the arm left by the loader tire that was traveling along the road and passed the CEP-403 on the right.",2,4,3,2,13,1,2,"['employee', 'hitchhike', 'cep', 'truck', 'equipment', 'cross', 'central', 'canterio', 'track', 'catch', 'key', 'wheel', 'loader', 'another', 'operator', 'stop', 'opposite', 'direction', 'upon', 'return', 'truck', 'hit', 'arm', 'leave', 'loader', 'tire', 'travel', 'along', 'road', 'pass', 'cep', 'right']",employee hitchhike cep truck equipment cross central canterio track catch key wheel loader another operator stop opposite direction upon return truck hit arm leave loader tire travel along road pass cep right
348,2017-06-03,1,4,2,1,3,1,3,9,"Being 5:40 pm approx. when the collaborator Mr. Duval (sampler), was preparing to change and remove the buckets from the pulp samples of the plant courier, he slipped and fell to the ground supporting himself with the right hand generating the lesion described.",2,6,3,3,21,4,2,"['approx', 'collaborator', 'duval', 'sampler', 'prepare', 'change', 'remove', 'bucket', 'pulp', 'sample', 'plant', 'courier', 'slip', 'fell', 'grind', 'support', 'right', 'hand', 'generate', 'lesion', 'describe']",approx collaborator duval sampler prepare change remove bucket pulp sample plant courier slip fell grind support right hand generate lesion describe
349,2017-08-03,3,10,3,1,1,1,2,16,"On 08/03/2017 at 3:30 PM, when performing MAG activity, the employee Murilo da Silva, when moving in the acquisition line, came across a small drainage (approximately 40cm wide), with small gap. As he traversed the drainage, the employee rested his right foot on the ravine that came to rest, causing the right ankle to twist. Soon after the twisting, the activities were paralyzed and the employee was taken to the local hospital, where an x-ray was taken and an examination made by the physician. No serious injury was found, only a small swelling, then released to normal activities.",2,8,3,5,30,4,3,"['perform', 'mag', 'activity', 'employee', 'murilo', 'silva', 'move', 'acquisition', 'line', 'come', 'across', 'small', 'drainage', 'approximately', 'wide', 'small', 'gap', 'traverse', 'drainage', 'employee', 'rest', 'right', 'foot', 'ravine', 'come', 'rest', 'cause', 'right', 'ankle', 'twist', 'soon', 'twist', 'activities', 'paralyze', 'employee', 'take', 'local', 'hospital', 'ray', 'take', 'examination', 'make', 'physician', 'serious', 'injury', 'find', 'small', 'swell', 'release', 'normal', 'activities']",perform mag activity employee murilo silva move acquisition line come across small drainage approximately wide small gap traverse drainage employee rest right foot ravine come rest cause right ankle twist soon twist activities paralyze employee take local hospital ray take examination make physician serious injury find small swell release normal activities
350,2017-09-03,1,3,2,1,5,1,2,30,"At Level 3970 (Before -100) When the F6M 801 license plate went from level 3570 to surface, when the pilot trying to locate his radio to answer a call from the concrete plant is distracted and crashes his vehicle against the left gable and the vehicle turns to the right side. When this happens, the copilot hits his right hand against a fragment of broken glass in the window on the right side of the vehicle.",2,9,3,4,34,2,3,"['level', 'license', 'plate', 'level', 'surface', 'pilot', 'try', 'locate', 'radio', 'answer', 'call', 'concrete', 'plant', 'distract', 'crash', 'vehicle', 'leave', 'gable', 'vehicle', 'turn', 'right', 'side', 'happen', 'copilot', 'hit', 'right', 'hand', 'fragment', 'break', 'glass', 'window', 'right', 'side', 'vehicle']",level license plate level surface pilot try locate radio answer call concrete plant distract crash vehicle leave gable vehicle turn right side happen copilot hit right hand fragment break glass window right side vehicle
351,2017-08-03,1,1,2,5,5,1,2,30,"When the scoop was heading from Rpa 910 to the cut-off point of the Cro 861 South to be unloaded, it visualizes a truck that was parked with the lights and the engine ignited inside the thrust - where the Scoop found accumulating dismount-; the operator stops the Scoop and gets off to tell the driver of the truck to leave and when he finds no one he decides to go and look for the driver at the top of Cro 861 South, where he can not find it; Then he returns to his Scoop and at 15 to 20 meters visualizes the light of a lamp shining in the direction of the gable, when approaching, he finds the deceased lying on the side of the Scoop and proceeds to give immediate notice to the supervisory of the shift, control center and emergency center.",2,8,3,5,30,4,3,"['scoop', 'head', 'rpa', 'cut', 'point', 'cro', 'south', 'unload', 'visualize', 'truck', 'park', 'light', 'engine', 'ignite', 'inside', 'thrust', 'scoop', 'find', 'accumulate', 'dismount', 'operator', 'stop', 'scoop', 'get', 'tell', 'driver', 'truck', 'leave', 'find', 'one', 'decide', 'look', 'driver', 'top', 'cro', 'south', 'find', 'return', 'scoop', 'meter', 'visualize', 'light', 'lamp', 'shin', 'direction', 'gable', 'approach', 'find', 'decease', 'lie', 'side', 'scoop', 'proceed', 'give', 'immediate', 'notice', 'supervisory', 'shift', 'control', 'center', 'emergency', 'center']",scoop head rpa cut point cro south unload visualize truck park light engine ignite inside thrust scoop find accumulate dismount operator stop scoop get tell driver truck leave find one decide look driver top cro south find return scoop meter visualize light lamp shin direction gable approach find decease lie side scoop proceed give immediate notice supervisory shift control center emergency center
352,2017-09-03,2,5,1,1,3,1,2,14,"Employee was performing maintenance on filter press, in the Filtration area (GRS). When he dismantled the hose clamp in a turning motion, he had contact with the burr of the tip of one of the screws that was exposed, causing him a cut in his glove and wound in the 3rd quirodactilo of the left hand.",2,9,3,4,34,2,3,"['employee', 'perform', 'maintenance', 'filter', 'press', 'filtration', 'area', 'grs', 'dismantle', 'hose', 'clamp', 'turn', 'motion', 'contact', 'burr', 'tip', 'one', 'screw', 'expose', 'cause', 'cut', 'glove', 'wind', 'quirodactilo', 'leave', 'hand']",employee perform maintenance filter press filtration area grs dismantle hose clamp turn motion contact burr tip one screw expose cause cut glove wind quirodactilo leave hand
353,2017-10-03,1,3,2,2,4,1,2,12,"In the Nv. 2930 - Chamber of accumulation of aggregates: When the worker, made the cast of shotcrete towards the crown of the work, at 2:00 p.m. he perceives discomfort and fogging of the full face, then decides to take it off and chooses to use only his safety glasses for comfort to continue with the thrown shotcrete, at 3:45 p.m. suffers the projection of shotcrete rebound particles in the left eye.",2,10,3,6,39,2,4,"['chamber', 'accumulation', 'aggregate', 'worker', 'make', 'cast', 'shotcrete', 'towards', 'crown', 'work', 'perceive', 'discomfort', 'fog', 'full', 'face', 'decide', 'take', 'choose', 'use', 'safety', 'glass', 'comfort', 'continue', 'throw', 'shotcrete', 'suffer', 'projection', 'shotcrete', 'rebound', 'particles', 'leave', 'eye']",chamber accumulation aggregate worker make cast shotcrete towards crown work perceive discomfort fog full face decide take choose use safety glass comfort continue throw shotcrete suffer projection shotcrete rebound particles leave eye
354,2017-03-15,3,10,3,1,1,1,2,31,"Team of the VMS Project performed soil collection on the Xixás target with 3 members. When the teams were moving from one collection point to another, Mr. Fabio was ahead of the team, stinging behind Robson and Manoel da Silva. near the collection point were surprised by a swarm of bees that was inside a I play near the ground, with no visibility in the woods and no hissing noise. Fabio passed by the stump, but Robson and Manoel da Silva were attacked by the bees. Robson had a sting in his left arm over his uniform and Manoel da Silva had a prick in his lip as his screen ripped as he tangled in the branches during the escape.",2,3,15,7,10,1,1,"['team', 'vms', 'project', 'perform', 'soil', 'collection', 'xix', 'target', 'members', 'team', 'move', 'one', 'collection', 'point', 'another', 'fabio', 'ahead', 'team', 'sting', 'behind', 'robson', 'manoel', 'silva', 'near', 'collection', 'point', 'surprise', 'swarm', 'inside', 'play', 'near', 'grind', 'visibility', 'woods', 'hiss', 'noise', 'fabio', 'pass', 'stump', 'robson', 'manoel', 'silva', 'attack', 'robson', 'sting', 'leave', 'arm', 'uniform', 'manoel', 'silva', 'prick', 'lip', 'screen', 'rip', 'tangle', 'branch', 'escape']",team vms project perform soil collection xix target members team move one collection point another fabio ahead team sting behind robson manoel silva near collection point surprise swarm inside play near grind visibility woods hiss noise fabio pass stump robson manoel silva attack robson sting leave arm uniform manoel silva prick lip screen rip tangle branch escape
355,2017-03-15,3,10,3,1,1,1,2,31,"Team of the VMS Project performed soil collection on the Xixás target with 3 members. When the teams were moving from one collection point to another, Mr. Fabio was ahead of the team, stinging behind Robson and Manoel da Silva. near the collection point were surprised by a swarm of bees that was inside a I play near the ground, with no visibility in the woods and no hissing noise. Fabio passed by the stump, but Robson and Manoel da Silva were attacked by the bees. Robson had a sting in his left arm over his uniform and Manoel da Silva had a prick in his lip as his screen ripped as he tangled in the branches during the escape.",2,3,15,7,10,1,1,"['team', 'vms', 'project', 'perform', 'soil', 'collection', 'xix', 'target', 'members', 'team', 'move', 'one', 'collection', 'point', 'another', 'fabio', 'ahead', 'team', 'sting', 'behind', 'robson', 'manoel', 'silva', 'near', 'collection', 'point', 'surprise', 'swarm', 'inside', 'play', 'near', 'grind', 'visibility', 'woods', 'hiss', 'noise', 'fabio', 'pass', 'stump', 'robson', 'manoel', 'silva', 'attack', 'robson', 'sting', 'leave', 'arm', 'uniform', 'manoel', 'silva', 'prick', 'lip', 'screen', 'rip', 'tangle', 'branch', 'escape']",team vms project perform soil collection xix target members team move one collection point another fabio ahead team sting behind robson manoel silva near collection point surprise swarm inside play near grind visibility woods hiss noise fabio pass stump robson manoel silva attack robson sting leave arm uniform manoel silva prick lip screen rip tangle branch escape
356,2017-03-15,2,8,1,2,4,0,1,4,"During the preparation for the solubilization activity of the sample in the chapel, the maid when moving the vial of nitric acid, the same detached from the doser, causing projection in the region of the face and upper limbs.",2,3,15,7,10,1,1,"['preparation', 'solubilization', 'activity', 'sample', 'chapel', 'maid', 'move', 'vial', 'nitric', 'acid', 'detach', 'doser', 'cause', 'projection', 'region', 'face', 'upper', 'limbs']",preparation solubilization activity sample chapel maid move vial nitric acid detach doser cause projection region face upper limbs
357,2017-03-18,1,3,2,5,5,1,3,19,"During the activity of changing conveyor belt 11B feeding the primary mill No. 2; the mechanic entered the discharge chute (0.75 x 0.75 x 0.80 m.) to clean the material, at which time the automatic sampler (0.30 x 0.25 m) that was inside the chute was activated, trapping the mechanic at the height of the chest. At the time of the accident the mechanic was alone in the work area.",2,3,18,3,10,1,1,"['activity', 'change', 'conveyor', 'belt', 'feed', 'primary', 'mill', 'mechanic', 'enter', 'discharge', 'chute', 'clean', 'material', 'time', 'automatic', 'sampler', 'inside', 'chute', 'activate', 'trap', 'mechanic', 'height', 'chest', 'time', 'accident', 'mechanic', 'alone', 'work', 'area']",activity change conveyor belt feed primary mill mechanic enter discharge chute clean material time automatic sampler inside chute activate trap mechanic height chest time accident mechanic alone work area
358,2017-03-22,1,6,1,5,5,1,3,19,"Being approximately 20:57 hours of 03/22/2017; during the change of cables between the Z-332 power cell (locked cabinet) and the Z014 transformer; there is a loud noise followed by an oscillation of the electrical system. At that moment the collaborator Queneche of the company EISSA is found on the floor with his head inside an adjoining cell Z-132 (cabinet Not blocked - where he was not assigned to do any work), after having received an electric shock .",2,3,22,7,11,1,1,"['approximately', 'hours', 'change', 'cable', 'power', 'cell', 'lock', 'cabinet', 'transformer', 'loud', 'noise', 'follow', 'oscillation', 'electrical', 'system', 'moment', 'collaborator', 'queneche', 'company', 'eissa', 'find', 'floor', 'head', 'inside', 'adjoin', 'cell', 'cabinet', 'block', 'assign', 'work', 'receive', 'electric', 'shock']",approximately hours change cable power cell lock cabinet transformer loud noise follow oscillation electrical system moment collaborator queneche company eissa find floor head inside adjoin cell cabinet block assign work receive electric shock
359,2017-03-25,1,3,2,2,5,1,2,30,"When the Mixer 01 of the E.C.M INCIMMET S.A, moved by the positive south ramp, with direction to surface (Unicon concrete plant), at the height of the 3630 (Before 440), the operator observes that untimely lights and the engine go off, the control controls do not respond and the equipment starts to reverse. At 3 meters the operator jumps out of the cabin and at 20 meters the team hits the right gable and turns to its side left. In the area, in the circumstances of the event there was no presence of personnel or equipment that could have been affected.",2,3,25,3,11,1,1,"['mixer', 'incimmet', 'move', 'positive', 'south', 'ramp', 'direction', 'surface', 'unicon', 'concrete', 'plant', 'height', 'operator', 'observe', 'untimely', 'light', 'engine', 'control', 'control', 'respond', 'equipment', 'start', 'reverse', 'meter', 'operator', 'jump', 'cabin', 'meter', 'team', 'hit', 'right', 'gable', 'turn', 'side', 'leave', 'area', 'circumstances', 'event', 'presence', 'personnel', 'equipment', 'could', 'affect']",mixer incimmet move positive south ramp direction surface unicon concrete plant height operator observe untimely light engine control control respond equipment start reverse meter operator jump cabin meter team hit right gable turn side leave area circumstances event presence personnel equipment could affect
360,2017-03-25,3,10,3,1,1,1,1,16,"The technician was doing the magnetometric survey when he stepped on a thorn. His reaction was to immediately retreat, losing his balance and so the magnetometer's antenna broke.",2,3,25,3,11,1,1,"['technician', 'magnetometric', 'survey', 'step', 'thorn', 'reaction', 'immediately', 'retreat', 'lose', 'balance', 'magnetometer', 'antenna', 'break']",technician magnetometric survey step thorn reaction immediately retreat lose balance magnetometer antenna break
361,2017-03-31,2,5,1,1,4,1,2,10,"Employee reports that he assisted the maintenance activity in Tower 09, in Electrolysis, when he stepped on the GRP grid (Polymer with Glass the floor moving, causing it to fall. The event took place in 3 stages: 1) Displacement and fall of the floor in the span when receiving the effort; 2) Employee fall to about 1.60m below the GRP floor, on the side of the gutter below the floor, supporting the structure; 3) Employee fall to the lower level, about 2.35m below the GRP floor.",2,3,31,1,12,1,1,"['employee', 'report', 'assist', 'maintenance', 'activity', 'tower', 'electrolysis', 'step', 'grp', 'grid', 'polymer', 'glass', 'floor', 'move', 'cause', 'fall', 'event', 'take', 'place', 'stag', 'displacement', 'fall', 'floor', 'span', 'receive', 'effort', 'employee', 'fall', 'grp', 'floor', 'side', 'gutter', 'floor', 'support', 'structure', 'employee', 'fall', 'lower', 'level', 'grp', 'floor']",employee report assist maintenance activity tower electrolysis step grp grid polymer glass floor move cause fall event take place stag displacement fall floor span receive effort employee fall grp floor side gutter floor support structure employee fall lower level grp floor
362,2017-04-04,2,5,1,1,3,1,1,4,"Employee reports that he was supervising an activity in the Ustulation, near the Ball when a projection of hot humped dust from the upper floor reached his cervical (""neck"" region), causing a first degree burn.",2,4,4,6,13,1,2,"['employee', 'report', 'supervise', 'activity', 'ustulation', 'near', 'ball', 'projection', 'hot', 'hump', 'dust', 'upper', 'floor', 'reach', 'cervical', 'neck', 'region', 'cause', 'first', 'degree', 'burn']",employee report supervise activity ustulation near ball projection hot hump dust upper floor reach cervical neck region cause first degree burn
363,2017-05-04,2,5,1,1,4,1,1,28,Employee performed the task of hoisting big-bags containing waelz oxide and after performing several hoistings the employee suffered a low-voltage electric shock when contacting the hoist when attaching the handle of a big-bag on it.,2,5,4,5,17,1,2,"['employee', 'perform', 'task', 'hoist', 'big', 'bag', 'contain', 'waelz', 'oxide', 'perform', 'several', 'hoist', 'employee', 'suffer', 'low', 'voltage', 'electric', 'shock', 'contact', 'hoist', 'attach', 'handle', 'big', 'bag']",employee perform task hoist big bag contain waelz oxide perform several hoist employee suffer low voltage electric shock contact hoist attach handle big bag
364,2017-07-04,2,2,2,1,3,1,3,16,"Employee moved toward the structure of post 10, when it came to step in false, suffering twisting in the left ankle.",2,7,4,6,26,4,3,"['employee', 'move', 'toward', 'structure', 'post', 'come', 'step', 'false', 'suffer', 'twist', 'leave', 'ankle']",employee move toward structure post come step false suffer twist leave ankle
365,2017-04-04,3,10,3,1,1,1,2,31,"On 04/04/2017, around 13: 30hs, during the current sediment activity the collaborator Warley took a bee sting in the neck, the same was using the screen, but the bee entered the bottom of the screen . After the sting the team decided to leave the workplace due to the presence of other bees. The collaborator had no reaction and continued to work normally.",2,4,4,6,13,1,2,"['around', 'current', 'sediment', 'activity', 'collaborator', 'warley', 'take', 'bee', 'sting', 'neck', 'use', 'screen', 'bee', 'enter', 'bottom', 'screen', 'sting', 'team', 'decide', 'leave', 'workplace', 'due', 'presence', 'collaborator', 'reaction', 'continue', 'work', 'normally']",around current sediment activity collaborator warley take bee sting neck use screen bee enter bottom screen sting team decide leave workplace due presence collaborator reaction continue work normally
366,2017-06-04,1,6,1,1,2,1,2,16,"The industrial cleaning worker Cristian was performing the cleaning activity of the gutter, striking with a walls of the same, to remove the solid solution that is formed. In that At the moment the operator's hands slide and impact on the edge of the gutter, causing a blow on the little finger of the left hand.",2,6,4,4,21,4,2,"['industrial', 'clean', 'worker', 'cristian', 'perform', 'clean', 'activity', 'gutter', 'strike', 'wall', 'remove', 'solid', 'solution', 'form', 'moment', 'operator', 'hand', 'slide', 'impact', 'edge', 'gutter', 'cause', 'blow', 'little', 'finger', 'leave', 'hand']",industrial clean worker cristian perform clean activity gutter strike wall remove solid solution form moment operator hand slide impact edge gutter cause blow little finger leave hand
367,2017-07-04,1,3,2,1,4,1,2,10,"At level 3790 (formerly level -280), the hydraulic filling personnel performed the installation of 4 ""diameter HDPE pipe through the ventilation chimney with the help of a 4-yard scooptram that held and pushed the end of the pipe. pipe (100 meters in length). At that moment the pipe gets stuck on the edge of the chimney causing the pipe to form an arc at the height where the injured worker was, who signals with the light of his lamp to the operator of the scooptram to stop and when trying to retire from the line of fire, the worker loses balance by light contact with the pipe causing fall at the same level.",2,7,4,6,26,4,3,"['level', 'formerly', 'level', 'hydraulic', 'fill', 'personnel', 'perform', 'installation', 'diameter', 'hdpe', 'pipe', 'ventilation', 'chimney', 'help', 'yard', 'scooptram', 'hold', 'push', 'end', 'pipe', 'pipe', 'meter', 'length', 'moment', 'pipe', 'get', 'stick', 'edge', 'chimney', 'cause', 'pipe', 'form', 'arc', 'height', 'injure', 'worker', 'signal', 'light', 'lamp', 'operator', 'scooptram', 'stop', 'try', 'retire', 'line', 'fire', 'worker', 'lose', 'balance', 'light', 'contact', 'pipe', 'cause', 'fall', 'level']",level formerly level hydraulic fill personnel perform installation diameter hdpe pipe ventilation chimney help yard scooptram hold push end pipe pipe meter length moment pipe get stick edge chimney cause pipe form arc height injure worker signal light lamp operator scooptram stop try retire line fire worker lose balance light contact pipe cause fall level
368,2017-10-04,2,2,2,1,2,1,2,4,"Employee to perform painting of the floor of the fuel tank area, he needed cleaning, and by pouring water-thinner on the floor, the bucket slipped out of his hand and the mixture projected onto his left shoulder and lower lip, causing redness and burning.",2,10,4,7,39,2,4,"['employee', 'perform', 'paint', 'floor', 'fuel', 'tank', 'area', 'need', 'clean', 'pour', 'water', 'thinner', 'floor', 'bucket', 'slip', 'hand', 'mixture', 'project', 'onto', 'leave', 'shoulder', 'lower', 'lip', 'cause', 'redness', 'burn']",employee perform paint floor fuel tank area need clean pour water thinner floor bucket slip hand mixture project onto leave shoulder lower lip cause redness burn
369,2017-08-04,3,10,3,1,1,1,2,31,"During the execution of the soil sampling task at the Potions area, around 1:15 pm, Luis - WCA, was opening with a machete and was bitten by a wasp on the back of his right hand, the same was using at the time of the incident all the EPIs needed for activity. The employee was evaluated by the technician who found it to be a mild and localized swelling wound. The employee reported that he did not feel any pain and that he could continue the activity.",2,8,4,1,30,4,3,"['execution', 'soil', 'sample', 'task', 'potions', 'area', 'around', 'luis', 'wca', 'open', 'machete', 'bite', 'wasp', 'back', 'right', 'hand', 'use', 'time', 'incident', 'epis', 'need', 'activity', 'employee', 'evaluate', 'technician', 'find', 'mild', 'localize', 'swell', 'wind', 'employee', 'report', 'feel', 'pain', 'could', 'continue', 'activity']",execution soil sample task potions area around luis wca open machete bite wasp back right hand use time incident epis need activity employee evaluate technician find mild localize swell wind employee report feel pain could continue activity
370,2017-11-04,1,3,2,1,4,1,3,7,"In the tower N ° 6 of the old 50 KV LT (disabled and de-energized and 90% dismantled) located in the city of Pasco, the last profiles of the base of the tower previously disassembled were cut, using oxyfuel equipment , at 11:45 am, the Proingcom security supervisor and the foreman, who were on the outside of the fenced area supervising the activity, indicate the stoppage of activities and evacuation to the refuge due to the orange alert indicated on the detector of storms. During the evacuation of the last 02 employees who were inside the fenced area, a loud sound was heard, provoking a fright, which caused the staff to throw themselves to the floor inside the area, then proceeded to leave the work area by his own means through the ladder. Apparently the loud sound would correspond to an electrical discharge in the cable guard that passes over the old towers.",2,11,4,3,43,2,4,"['tower', 'old', 'disable', 'energize', 'dismantle', 'locate', 'city', 'pasco', 'last', 'profile', 'base', 'tower', 'previously', 'disassemble', 'cut', 'use', 'oxyfuel', 'equipment', 'proingcom', 'security', 'supervisor', 'foreman', 'outside', 'fence', 'area', 'supervise', 'activity', 'indicate', 'stoppage', 'activities', 'evacuation', 'refuge', 'due', 'orange', 'alert', 'indicate', 'detector', 'storm', 'evacuation', 'last', 'employees', 'inside', 'fence', 'area', 'loud', 'sound', 'hear', 'provoke', 'fright', 'cause', 'staff', 'throw', 'floor', 'inside', 'area', 'proceed', 'leave', 'work', 'area', 'mean', 'ladder', 'apparently', 'loud', 'sound', 'would', 'correspond', 'electrical', 'discharge', 'cable', 'guard', 'pass', 'old', 'tower']",tower old disable energize dismantle locate city pasco last profile base tower previously disassemble cut use oxyfuel equipment proingcom security supervisor foreman outside fence area supervise activity indicate stoppage activities evacuation refuge due orange alert indicate detector storm evacuation last employees inside fence area loud sound hear provoke fright cause staff throw floor inside area proceed leave work area mean ladder apparently loud sound would correspond electrical discharge cable guard pass old tower
371,2017-11-04,1,3,2,1,4,1,3,7,"In tower N ° 6 of the old 50 KV LT (disabled and de-energized and 90% disassembled) located in the city of Pasco, the cutting of the last profiles of the base of the tower previously disassembled was carried out, using oxyfuel equipment, at 11:45 a.m., the safety supervisor of Proingcom and the foreman, who were in the external part of the fenced area supervising the activity, indicate the paralysis of activities and evacuation to the refuge due to the orange alert indicated on the detector of storms. During the evacuation of the last 02 employees who were inside the fenced area, a loud sound was heard, provoking a scare, which caused the staff to throw themselves to the floor within the area, then proceeded to leave the work area by their own means through the staircase. Apparently the loud sound would correspond to an electrical discharge in the cable guard that passes over the old towers.",2,11,4,3,43,2,4,"['tower', 'old', 'disable', 'energize', 'disassemble', 'locate', 'city', 'pasco', 'cut', 'last', 'profile', 'base', 'tower', 'previously', 'disassemble', 'carry', 'use', 'oxyfuel', 'equipment', 'safety', 'supervisor', 'proingcom', 'foreman', 'external', 'part', 'fence', 'area', 'supervise', 'activity', 'indicate', 'paralysis', 'activities', 'evacuation', 'refuge', 'due', 'orange', 'alert', 'indicate', 'detector', 'storm', 'evacuation', 'last', 'employees', 'inside', 'fence', 'area', 'loud', 'sound', 'hear', 'provoke', 'scare', 'cause', 'staff', 'throw', 'floor', 'within', 'area', 'proceed', 'leave', 'work', 'area', 'mean', 'staircase', 'apparently', 'loud', 'sound', 'would', 'correspond', 'electrical', 'discharge', 'cable', 'guard', 'pass', 'old', 'tower']",tower old disable energize disassemble locate city pasco cut last profile base tower previously disassemble carry use oxyfuel equipment safety supervisor proingcom foreman external part fence area supervise activity indicate paralysis activities evacuation refuge due orange alert indicate detector storm evacuation last employees inside fence area loud sound hear provoke scare cause staff throw floor within area proceed leave work area mean staircase apparently loud sound would correspond electrical discharge cable guard pass old tower
372,2017-11-04,2,7,2,1,2,1,3,16,"At the end of the concreting activity, the employee turned off the concrete, and when rolling the handle to make the return of the equipment warehouse the same bumped the tip of the mangote in the inferior lip causing hematoma.",2,11,4,3,43,2,4,"['end', 'concrete', 'activity', 'employee', 'turn', 'concrete', 'roll', 'handle', 'make', 'return', 'equipment', 'warehouse', 'bump', 'tip', 'mangote', 'inferior', 'lip', 'cause', 'hematoma']",end concrete activity employee turn concrete roll handle make return equipment warehouse bump tip mangote inferior lip cause hematoma
373,2017-04-13,1,1,2,1,2,1,1,16,"During the marking of the management points, the supervision and the breeders enter the work to carry out the ventilation inspection, for which the surveying work stops to turn on the fan and proceed with the air flow measurements. When the fan is turned on due to pressure, it breaks the fastening points of the toe and the sleeve falls to the floor generating a chicoteo from gable to gable, product of the chicoteo a fragment of the aggregate of the shocrete is projected on the face of the injured person producing the injury.",2,4,13,5,14,1,2,"['mark', 'management', 'point', 'supervision', 'breeders', 'enter', 'work', 'carry', 'ventilation', 'inspection', 'survey', 'work', 'stop', 'turn', 'fan', 'proceed', 'air', 'flow', 'measurements', 'fan', 'turn', 'due', 'pressure', 'break', 'fasten', 'point', 'toe', 'sleeve', 'fall', 'floor', 'generate', 'chicoteo', 'gable', 'gable', 'product', 'chicoteo', 'fragment', 'aggregate', 'shocrete', 'project', 'face', 'injure', 'person', 'produce', 'injury']",mark management point supervision breeders enter work carry ventilation inspection survey work stop turn fan proceed air flow measurements fan turn due pressure break fasten point toe sleeve fall floor generate chicoteo gable gable product chicoteo fragment aggregate shocrete project face injure person produce injury
