Injury Level,Final Narrative
1,"An employee was cutting a shim on the quarter-inch flat stock of the table saw when the saw became jammed. While he was attempting to unjam the saw, his right index finger was amputated at the first knuckle, his middle finger was amputated at the second knuckle, and his ring finger was lacerated."
1,"While setting metal forms, an employee's right index and middle fingers were caught and amputated between the forms."
1,An employee reached to adjust a part on the press die and suffered a partial amputation of a fingertip on the right hand.
1,The employee was operating a Hydro T machine that produces copper plumbing fittings. The employee was clearing a jam and amputated the left middle finger and lacerated the left ring finger.
1,"An employee was adjusting the forks of a fork truck while they were lifted approximately 2 feet in the air when the forks failed and fell, partially amputating his left big toe. He had surgery."
1,An employee was cutting a load of bundled timber pieces. One of the timber pieces fell from the load and struck the employee's right index finger and foot resulting in amputation of the fingertip and a fractured foot.
1,An employee's finger was caught in the premelter conveyor while clearing pizzas off the conveyor. The fingertip was amputated.
1,"An employee was disconnecting a trailer and a jack when the trailer moved, pinching and amputating his left-hand index and middle fingers between the trailer and jack."
1,An employee was sanding on a disc sander when his right ring finger was caught in the sander and sanded down to the bone.
1,"On 5/19/16, at 7:56 PM, an employee amputated his fingernail and thumb tip (no bone loss) with a meat slicer. The employee was wearing one set of cut-resistant gloves at the time of the incident."
1,An employee was removing plastic from the sprocket of a machine when his right thumb was pulled in and amputated above the knuckle. The machine was running at the time of the incident.
1,"An employee was operating a table saw with a dado blade. While he was leaning down in a crouching position, he pulled back and his finger contacted the blade, amputating his fourth fingertip with bone loss and a fracture."
1,"An employee was helping a coworker unload a portable generator from a box trailer. The generator was equipped with a fold-away handle. The generator had to be lowered approximately 18 inches to the ground outside of the trailer. The employee's right hand was placed between the generator frame and the handle. When his coworker pulled the generator out of the trailer, the generator fell 18 inches to the ground. The handle struck the floor of the trailer, pinching the employee's finger between the frame and the handle with approximately 200 pounds of force. The employee's middle finger was fractured, and the distal tip was amputated. His ring finger was also partially amputated."
1,An employee was packaging and weighing bundles of stainless steel shapes. The employee was adjusting the lifting strap to balance a load. The employee's finger was caught under the load (steel beam) when it was lowered onto the saw horses resulting in a partial amputation of the left index finger.
1,An employee was replacing the motor and bearing on a cooler unit/fan when his left thumb was caught between a belt and pulley on the unit. He suffered a left thumb distal tip amputation.
1,"An employee was helping an operator clean glue off a machine roller. As he was wiping down the roller with a damp cloth, his hand was pulled into a pinch point, amputating his right middle fingertip.  The machine was unguarded and running at the time of the incident."
1,"An employee attempted to catch a bundle of shingles that was about to fall off the truck's conveyor. When he did this, he lost his balance placing his hand in a pinch point and amputating a portion of his right thumb."
1,"An employee was inspecting a conveyer before starting production. The conveyer was in the off position at the time. The employee slipped while kneeling down to inspect the clean-out and then grabbed the side of the conveyor, which caused the clean-out cover to shut on the employee's finger, amputating the fingertip."
1,An employee's right index and middle fingers were amputated while working with a sprue grinder vacuum system.
1,An employee was working on a ship and dropped a lashing jack (lasher/header) on his foot and suffered an amputation to his first toe (big toe).
1,"On or about May 22, 2016, an employee's right pinky fingertip was amputated when a supply closet door shut on it."
1,An employee was operating a power shear when his right-hand middle fingertip was caught in the shear's part holder. His fingertip was partially amputated and required stitches.
1,An employee was feeding wood-fiber insulation boards into a rip saw when the saw blade amputated the employee's right index fingertip.
1,"An employee was taking two drums of trash to the dumpster with a forklift (55 gallon and 20 gallon).  The employee lifted the drums and tried to tilt the drums so they would fall into the dumpster. His left middle finger was caught between the dumpster and the 20-gallon drum, amputating the first digit."
3,"Two employees were loading explosive pyrotechnics into a drying tumbler when the material exploded, burning the face and hands of both employees. One of the employees also fractured her elbow and lacerated her leg."
1,"The passenger door of an automobile shut on an employee's left hand, amputating his ring finger at the nailbed."
1,An employee was holding on to the basket of the aerial lift. The employee's left middle finger was crushed between the lift rail and a piece of steel resulting in the amputation of the fingertip below the first knuckle.
1,"An employee was wrapping a finished pallet on a stretch wrap machine. While attempting to cut the excess stretch film from the pallet, the employee's left index fingertip was amputated between the pallet and the guarding around the turntable. The machine was still running at the time of the incident."
1,"An employee was cleaning the rollers on the printer machine while a coworker was moving the rollers forward inch by inch by tapping the jotting button. The employee's right pointer and middle fingers were pinched between the rollers, amputating the fingertips without bone loss."
1,"On or about May 23, 2016, an employee was handling a piece of steel with a magnet lifting-device.  The steel shifted and fell on the employee's left hand, amputating the first joint of the ring finger."
1,"On or about May 23, 2016, an employee was moving a mail rack when her hand was smashed between the rack and a concrete column. Her right pinky fingertip had to be surgically amputated."
1,"A safe door closed on an employee's right thumb, severing the tip."
3,"Two employees were driving an all-terrain vehicle to check on rain gauges when they entered a muddy area. As the first employee attempted to correct the wheels, the vehicle turned over. The first employee suffered a crushed left leg, while the second suffered fractured ribs and a broken pelvis."
1,"While stabilizing and leveling a rig, an employee's hand was caught between the stabilizing jack and the jack stand, amputating his right ring fingertip."
1,"An employee was bending rebar and turned the switch to the program position so he could check the angle of the bar. The bending pin went to the left side of the bar. As he turned the equipment back on in the manual mode, the bending pin returned to the home position. The employee had already loaded a second bar.  When the bending pin was returning to the home position, it picked up the second bar. As the employee reached for the bar, his left index finger was caught between the pin and rebar, amputating the first digit."
1,"An employee bumped a running pedestal fan while reversing a forklift, and the fan fell toward him. When he reached out to stop the fan, his right fingers went through the guard, amputating his right middle fingertip and lacerating/contusing his pointer and ring fingers."
1,"An employee was using a table saw to cut some weed wacker cord when the cord became tangled and pulled the employee's left-hand fingers into the blade. Two of the employee's fingers were completely amputated, and one was partially amputated."
1,"On May 24, at approximately 2:40 p.m., an employee was loading a delivery truck with panels. The employee went to load a top-level panel on the stack when the panel slid down, catching and amputating the employee's right pointer fingertip."
1,"An employee was operating a pallet dismantler when he dropped a pull bar onto the dismantler table. As he attempted to retrieve the bar, his left hand contacted the blade, amputating his middle finger. The machine was running at the time of the incident."
1,An employee's left thumb tip was amputated while he was cutting a bearing with a chop saw.
1,"An employee was cutting some steaks on a band saw for a customer. He had finished cutting the steaks when the customer called out and startled him. The employee jumped and his finger went into the blade, suffering a partial amputation."
1,An employee was trimming trees when his left index finger was pinched and amputated between a fallen branch and the bucket of the bucket truck.
1,An employee was clearing a jam when his finger was smashed by two rollers. His ring fingertip was surgically amputated.
1,"A work crew was wrapping the steep tank with poly to protect it against the weather. To do so, the crew was moving the grating away from the tank so that they could slide the poly down and tie it to the tank. While setting down the end of the grating, the injured employee's left fifth finger became caught between the grating and the I-beam.  When he went to pull his finger out, he partially severed the fingertip, which had to be surgically amputated."
1,"While assisting in material handling operations, an employee's finger was crushed between a skid steer fork and a concrete slab. The employee suffered a fingertip laceration resulting in amputation and fingernail loss."
1,"An employee was attempting to make an adjustment on the press. As the employee was releasing the tension on the ""signature,"" the employee's right pinky finger was caught between the level and another part of the press, amputating soft tissue and the nail."
3,"Two employees were taking a gutter up a ladder to install it on the roof when they hit the 7200-kilovolt (KV) line with the gutter. The employee closest to the 7200 KV line fell approximately 18 to 35 feet to the ground, while the second fell approximately 16 to 30 feet into a dumpster"
1,"An employee was attempting to lift a concrete slab/rock into the bucket of a front-end loader. The slab slipped, and the employee's right index fingertip was crushed and amputated between the slab and another slab."
1,An employee was checking a component under a conveyor when a section of the conveyor system came down and struck him.
1,"An employee was cleaning around the dough machine when the employee's gloved hand became caught in the auger, amputating the left and ring fingertips."
1,"An employee was pushing a lift onto an elevator when the employee's hand was caught between the lift and the elevator, amputating a finger."
1,An employee was working on the case packer line and amputated a fingertip.
1,"An employee was using a hand held circular saw to cut a strip (1/2"" - 1"") off a large, fat piece of plastic (4' X 8'). At the end of the cut the piece (strip of plastic) flipped up and removed the very tip of his right index finger."
1,"An employee was removing a forklift's brakes as part of periodic maintenance when the brake's drum (weighing 150 pounds) fell down, amputating the employee's right index finger without bone loss."
1,A worker was operating wood machinery and suffered an amputation of the left pinky fingertip.
1,An employee operating the pneumatic E-Unit press suffered an amputation to his left thumb from the nail bed up.
1,An employee's finger was caught in a chain sprocket when he was replacing a belt resulting in amputation of the right pinky finger to the first knuckle.
1,An employee was setting wood blocks under the stabilizer of a backhoe when his finger was pinched. The right index finger was partially amputated.
3,"On or about May 31, 2016, two employees were crossing the road in a golf cart when they were struck by a van in oncoming traffic. Both employees were admitted to the hospital."
1,An employee injured the tip of the left ring finger when it came in contact with the rotating chuck on a hand-held power drill.
1,"On 5/31/16, a worker sustained the amputation of several fingers from his left hand while attempting to clean fluff material from the side of a doffer roll on a carding line while the machine was running."
3,"A hydraulic hose/fitting separated from the hydraulic cylinder to which it was attached. In doing so, the fitting that parted from the hose struck one employee just below the left knee causing a laceration. The protective sleeve that slides over the fitting connection, struck another employee in the abdomen causing a contusion."
1,An employee was helping another employee move a skid of metal. The skid rolled over onto the right pinky finger of the injured employee resulting in amputation of the finger at the first joint.
1,An employee was working at a tablet machine when the discharge chute amputated the employee's fingertip.
1,"An employee was assembling a ladder. While holding a component of the ladder, the employee's right pinky finger was crushed when another employee pushed part of the hand rail. The fingertip was amputated."
1,An employee was changing a pin on a pneumatic cylinder when the cylinder's pressure released and amputated the employee's fingertip.
1,An employee was checking brakes on a customer's vehicle in the parking lot. The car rolled and the employee's finger was caught in the wheel resulting in amputation of the right index fingertip.
1,An employee suffered a finger amputation while operating a drill.
1,An employee was loading a part on a rack and caught a hand between the part and rack resulting in amputation of the left middle finger above the knuckle.
1,"An employee was laying sheets of plywood and was clearing debris when his right hand was caught between two plywood sheets. A coworker then tapped the boards together while the employee's finger was still between them, amputating his index fingertip."
1,"An employee was trying to clean the conveyor belt when his right hand was caught by the conveyor, amputating his ring fingertip."
1,"An employee was grinding tubing and then turned the grinder off. He opened the grinder and attempted to remove the ground-up tubing. The blades were still moving at the time, and they amputated three fingers on his left hand and two fingers on his right hand."
1,"An employee was loading equipment into a truck when his finger became lodged between a road case and a piece of wood, amputating his left second fingertip."
1,"An employee was taking scaffolding down when the chain hit the safety on the hook. The safety would not hold, and the chain could not handle the load. The employee pulled his hand away and the chain nipped his fingers, amputating his left pinky fingertip and fracturing his left ring finger."
1,"At 11:20 a.m., on June 2, 2016, an employee was attempting to adjust the air flow of the stamping press when his right little finger was caught in the press bumper that is used to stop the die from bottoming out. His finger was surgically amputated at the first joint."
1,"An employee and a coworker were lifting up a manhole to see the direction of a pipe. The lid was lifted and held vertically. Some dirt started to fall into the manhole, and the employee used his hand to brush it away so it did not fall into the manhole. The lid slipped off the tool and smashed the employee's left thumb between it and the casting, amputating the end of his left thumb."
1,"An employee was re-assembling a cooler rotary valve after shut down. Before installing the cover, he felt inside the piping to check for moisture when the blade made contact with his left-hand middle finger, partially amputating the fingertip under the nail."
1,An employee was offloading a bundle of steel pipe from a flatbed truck when his fingers were pinched between the pipes. His right-hand middle and ring fingers were amputated.
1,"An employee was driving a forklift to move a pallet when he dropped a water bottle. As he went to catch it, the forklift turned into a bin. His left hand was caught between the bin and the forklift, amputating half of his left index finger."
1,"An employee was operating a manual assembly cell and placed a connector into the machine. The placement of the part was incorrect, so she attempted to reposition the connector. At the same time, a ferrule nut fell onto the finger activation switch, causing the machine to operate and partially amputate the employee's right index finger."
1,"On Friday, 6/3/16, an employee was loading empty baskets onto a conveyor when his right gloved hand was caught by a rotating sprocket on the conveyor belt, partially amputating his right thumb."
1,"On June 3, 2016, an employee was attempting to clear a jam from a slicer machine when her right ring and middle fingers were amputated. The machine was running at the time of the incident."
1,An employee was opening a vehicle door with his left hand when the passenger side of a shuttle bus caught and amputated his left pinky finger.
1,An employee was adjusting the slitter blade position of a paper machine when his right thumb was caught between the blade and the slitter band resulting in the amputation of the tip of the right thumb without bone loss.
1,"On or about 6/5/2016, at approximately 14:15, an employee was cutting chicken breast with a handheld knife when the knife slipped and his thumb contacted the blade. His right thumb was amputated."
1,"An employee's left middle finger was pinched between a metal bin and a hopper, amputating the fingertip."
1,"An employee was repairing dough dividers and was releasing tension on the sprocket and chain using a screwdriver. The screwdriver slipped, and the employee's thumb tip was caught and amputated in the chain and sprocket assembly."
1,"On June 6, 2016, at 1 p.m., an employee was lining up pasta to thread it through the holes of the pasta press machine when his hand contacted the rotating knives in the machine, amputating his left index fingertip."
1,An employee was exiting a restroom when the self-closing door closed on and amputated her right pinky fingertip.
1,"An employee was changing an RTO source fan belt when his tool slipped and his finger contacted the moving belt and/or pulley, partially amputating his finger."
1,An employee was repairing a die when the die slipped and amputated his left index finger.
1,"An employee was taking a cart out of a storage closet when the door closed and caught the employee's right-hand finger, amputating the fingertip."
1,"While hanging chickens on shackles, an employee's right ring finger was caught on a shackle, resulting in a finger amputation."
1,An employee was using a utility knife to wrap parts in cardboard when the knife slipped and amputated the middle fingertip.
1,"An employee was closing up the equipment yard and was using his left hand to pull up on the gate. As he was pulling and lifting at the same time, his left middle finger was caught and amputated by the gate roller."
1,"An employee was moving materials when his finger was caught between a forklift and a glass recycle container, amputating his fingertip."
1,"On or about 6/6/2016, at approximately 0900, an employee was walking in an aisle way when he was struck from behind by a forklift carrying a steel coil. The forklift operator stopped the forklift, causing the steel coil to fall and contact the employee's foot, amputating his left toes."
1,Employee's left pinky finger was amputated by the tailgate of a truck.
1,"An employee was operating a forklift when his hand was pinned between the forklift's safety cage and a storage rack, amputating his left index and middle fingers."
3,"On or about June 7, 2016, two employees were repairing an underground service. They were cutting and prepping a cable when an arc flash occurred, burning their faces and arms."
1,An employee was using internal line clamps to drive the internals of piping joints when his fingers were caught between two pipes. His right-hand ring and middle fingertips were amputated.
1,"An employee was cutting parts on the shear. After making several cuts, the employee pushed the last piece in position for the last cut. The back edge of the part came up off the table 
approximately 1/4"". As he was positioning the part, his left index fingertip went between the plate and the table. His coworker activated the foot pedal and the plungers came down to hold the part in place. When the part flattened out, his left index fingertip was pinched and smashed between the part and the table."
1,"An employee was walking on a conveyor belt to fix a clog when his foot was caught in the chain. The chain pulled his left foot under a piece of metal, amputating it."
1,"On or about 6/8/2016, at approximately 1:15, an employee was placing a stencil inside a mold when a piece (known as a cradle) fell down from inside the top of the mold and struck/partially amputated the employee's left middle and ring fingers."
1,An employee was cutting vegetables with a knife when his left index fingertip was amputated at the fingernail.
1,"An employee was attempting to straighten a bent blade on a splitting saw when the saw was actuated, amputating the employee's right pinky and index fingertips."
1,An employee was pushing a board through a shaper when the employee's hand slipped and went into the blade. The employee suffered an amputation of the right-hand middle finger to the first knuckle.
1,An employee injured his left thumb while he was sliding a reshore jack post into the closed position.
1,An employee was handing a coworker pieces of wood after cutting them with a chop saw when the saw activated and partially amputated his right thumb.
1,"An employee was attempting to unravel a bound chain. When the slack released, his left middle finger was caught between two pieces of steel, amputating his fingertip."
1,"An employee was using pipe wrench to install a pump in a liquid storage tank when the wrench broke free and caught the employee's right pinky finger, partially amputating it."
1,"On 6/9/16, a maintenance employee was troubleshooting an overhead door when his right index finger was caught in a sprocket, partially amputating the right index finger tip."
1,"An employee was replacing some bolts in the ""truck dump"" machine when his right hand was caught between a chain and sprocket, amputating his index and middle fingers and fracturing his thumb."
1,"While an employee was attempting to stick or unstick something in the dough press machine, the press operator started the machine, amputating the end of the employee's right thumb."
1,"While operating a sorter, an employee attempted to clear a board that was hung up on the back side of the sorter. The board slipped and pinched the employee's right index finger, amputating the fingertip."
1,"An employee was entering a laboratory at a customer's location to deliver drinking water when a gust of wind and the pressurization of the laboratory caused the door to close on the employee's right pinky finger, amputating the fingertip."
1,"An employee was observing a third party who had a device with a spool line. The employee's left hand was caught by the line, amputating the ring finger."
1,"While moving a gondola, an employee's fingertip was pinched and amputated in the gondola grate."
1,"While loading luggage into a can and dolly, an employee's hand became caught in a pinch point, partially amputating the middle finger."
1,"An employee was picking up a stack of boards behind the chamfer machine when the machine malfunctioned, causing the sawblades to throw the boards. The boards slammed onto the employee's left middle finger, amputating the fingertip."
1,"An employee was reinstalling a cutting shoe on a direct push tube soil sampling rod. The dual tube rod slid out of the tensioner that was being used to hold it up and fell back down the bore hole, amputating the employee's right index finger below the first knuckle."
1,"An employee's right hand was on the mezzanine near the catwalk when a coworker adjusted the catwalk, causing it to move and set down on the employee's right middle fingertip. When the employee attempted to remove his hand, his middle fingertip was partially amputated."
1,"On June 11, 2016, an employee was assisting the crew as it rigged out a crane. The crane operator was retracting the outrigger when the injured employee used his left hand to brace himself as he bent down to pick up the outrigger pad. He placed his left hand on the outrigger, and his finger entered the eyelets on the outrigger. As the outer section of the outrigger retracted into the inner section, the eyelet on the outer section amputated the employee's left middle fingertip."
1,"An employee was dismantling a crate that was housing a small boiler unit. While his right hand was between the boiler and a board of the crate, the board kicked another part of the crate. The force of the kick caused the board to move and amputate his left ring finger between the board and the boiler."
1,An employee was operating a punch press when the die came down on his left thumb and amputated the tip.
1,"On June 13, 2016, an employee was attempting to remove meat from the discharge door of a blender when the blender paddles caught and amputated the employee's left middle finger."
1,An employee was checking the drive bracket on a conveyor when the conveyor activated. His left thumb tip was caught and amputated in the conveyor chain. The conveyor was unguarded and not locked out at the time of the incident.
1,"An employee was descending some stairs from a platform when he lost his footing, put his arms out to break his fall, and caught his pinky fingers on both hands in the ""V"" formed by the railing. Both pinky fingers were amputated."
1,An employee's right index finger was amputated in the pinch point on a drive tire while the employee was performing maintenance on a lift truck.
1,An employee was using a circular saw to cut wood when the saw jumped and amputated two of the employee's fingers.
1,An employee was holding a piece of foam in place to cut using a band saw when the saw blade amputated the employee's right ring finger.
1,"An employee was helping a crew to remove some malfunctioning valves from a ballast tank on a ship for repairs. While rigging gear was lifting the valve to the next level in the ladder way, the employee was helping to guide the valve up the ladder and was keeping the valve from striking the steps. When the valve reached the top step, the employee helped lift it over the lip of the ladder way. He then lost his balance and fell forward a little, inadvertently shifting his hold on the valve, which placed his fingers along the surface of the valve opening. At this same moment ,the valve came in contact with the deck, causing the spring to dislodge from the stuck position and to close on two of his left-hand fingers. He was wearing leather work gloves that lodged in the pinch point along with his two fingers. As his coworkers tried to open the valve, he pulled his hand out of the glove, which was still lodged in the pinch point. He amputated his left middle and ring fingertips at the knuckle closest to the fingernail."
1,An employee got a splinter in his finger that later became infected. The finger was amputated as a result.
1,An employee was carrying either a box of chicken wings or a keg that dropped onto their foot. Part of the foot/toes were amputated.
1,"On June 15, 2016, an employee was troubleshooting the chain on a forklift mast. With one hand on the lever and the other hand near the chain, the employee operated the lever. His left hand was caught in the chain, amputating his second and third digits."
1,An employee had lifted a vehicle 4 inches off the ground to make sure it was sitting on the pinch rail. The vehicle slipped off the cleat and pinched his right middle finger between the vehicle and the lift. He suffered a phalangeal amputation of his right middle finger.
1,"On or about June 15, 2016, an employee was moving a nylon board to the assembly table and in the processed pinched her left index finger resulting in a partial amputation."
1,"An employee's fingertip was caught between a metal chain and a peg from a lugger box, resulting in an amputation."
1,An employee was operating a pneumatic hand drill when the drill bit caught the employee's left gloved hand and amputated the left index fingertip.
1,"On 06/15/2016, an employee was helping to relocate the forks on a powered industrial truck. The employee's left-hand ring finger was caught between the forks, resulting in an open fracture and partial amputation of the fingertip below the fingernail."
1,An employee was helping to lift a refuse bag into a truck when the bag's contents ripped through the bag and lacerated/amputated the employee's right index finger. The employee was wearing cotton gloves at the time.
1,"An employee was removing excess yarn from a yarn package (a roll of yarn) inside a cabling machine. He held the excess yarn in his right hand, and as he put it back into the machine, the yarn became caught on the pre-seed roller. The roller then pulled the yarn around and partially amputated his fifth digit (pinky finger)."
1,"While cutting plywood with a table saw, an employee suffered a partial amputation to the fifth (pinky finger) and fourth (ring finger) digits and a severe laceration to the third digit (middle finger) on his right hand."
1,"While attempting to clear up material that was bunching up in a rewinder machine, an employee's finger was amputated in an ingoing nip point."
1,An employee's right middle finger was caught and partially amputated in a pinch point while positioning an h-pile.
1,"An employee was fabricating a metal guard when the guard shifted. His left-hand middle finger was caught between the metal guard and a stationary object, amputating the fingertip."
1,"An employee and a coworker were pulling packing from a pump using a plunger. The coworker used the plunger while the employee had his hand in to pull the packing. The employee's hand was caught between the tool and the packing, amputating the right middle finger."
1,An employee was getting a crash attenuator truck set up at a road construction job site when the employee's fingers were caught between a support cable and a support structure. The employee suffered a finger amputation and broken finger.
1,"A door hinge closed on an employee's left ring finger, amputating the fingertip to the first knuckle."
1,"An employee was working on the heart filler machine. The liner was out of adjustment, so the employee attempted to readjust it. The gate then closed on her finger, amputating her right index fingertip."
1,"On June 17, 2016, an employee was troubleshooting an aerosol line can labeler to try and release a jam. The machine was shut off and did not restart. While investigating the drive belt, his middle and ring fingers were mashed between the belt drive and belt pulley. His fingertips had to be surgically amputated."
1,"An employee was placing interior doors on a paint booth conveyor when the employee's shirt became caught in the conveyor. When the employee tried to remove the shirt, the conveyor caught, fractured, and partially amputated the employee's finger."
1,An employee was loading steel coil into a cradle when the coil severely lacerated his left middle finger. His left middle fingertip was surgically amputated.
1,An employee was pushing meat through a band saw when the blade contacted and cut his left index fingertip.
1,An employee was moving a 70- to 100-pound steel plate with a coworker when the steel plate fell on and crushed his right middle and ring fingers. A portion of his ring finger had to be surgically amputated.
1,An employee was lowering a lid to a machine when he tried to quickly remove a tool that had been left inside the machine. The lid then smashed two of his fingers on his left hand. His middle and ring fingertips were surgically amputated.
1,"On or about June 18, 2016, an employee was attempting to fluff green beans through a green bean cutter when the employee's hand went into the cutter, amputating the left middle finger to the first joint."
3,"Two employees were connecting a hard line to a conductor. As they were pulling the line, the wire grip that held the line gave way, and the cable jumped into the air and hit the employees. Both employees were hospitalized overnight, and one employee required surgery."
1,"When an employee tried to pull a piece of paper off a glue applicator, the employee's left thumb was pinched between the glue applicator and the glue roller. The employee suffered an open wound, possible fracture, and possible amputation to the left thumb. The machine was running at the time of the incident."
1,"An employee was attempting to adjust the billet loading sensors when the billet loader actuated forward approximately 5 feet, catching the employee between the billet loader and the extrusion press. The loader struck the employee in his lower left leg, resulting in an amputation to his left leg below the knee area."
1,An employee partially amputated two fingertips while cleaning a deli slicer. PPE was not worn at the time of the incident.
1,An employee suffered a finger amputation while performing maintenance on an edge bander.
1,"An employee was working at a meshing machine when his right finger was caught in the chain, causing a de-gloving amputation."
1,"An employee's right index finger was caught in the sealer jaws of a giblet packaging machine, amputating the fingertip."
1,"An employee was monitoring tubing production at the end discharge point when his finger was caught by the discharge gate/table flap, amputating his fingertip."
1,"An employee was lowering a concrete lid onto a vault. As he was adjusting its position, his gloved pinky finger was caught between the vault and the lid, amputating his fingertip."
1,"On June 21, 2016, an employee sustained a right index finger amputation while clearing a film jam from a machine."
1,"An employee was packaging PVC pipe on an extruder when the PVC pipe became misaligned on the transfer arms prior to the chamfering process. When the employee attempted to realign the pipe, the chamfer unit activated, causing the employee's thumb to become trapped between the pipe and the chamfer device. The employee's left thumb was partially amputated."
1,An employee suffered a finger amputation while working on a brake press.
1,"An employee was working on an HVAC system when the fan blades cut his right middle finger, resulting in a fingertip amputation."
1,"On June 21, 2016, an employee was attempting to get metal back on track in a roll forming machine when the roll former amputated the employee's right index fingertip."
1,An employee suffered three fingertip amputations while unclogging a sandblaster.
1,"An employee was aligning sheet metal in a shearing machine when the employee's hand slipped and the piece that holds the part came down on the employee's right ring finger, amputating the fingertip. The shear has a foot control that was activated when the employee's hand slipped."
1,"An employee was working on an embosser on the extrusion line when his left index fingertip was crushed, resulting in an amputation."
1,An employee was lifting power tongs from a tong cradle when his finger was caught between the tongs and tong cradle. His right middle fingertip was amputated.
1,"An employee was placing a shim under a mold and using a crowbar to raise the mold when the crowbar slipped, allowing the mold to drop onto and amputate the employee's left index fingertip."
1,"An employee was cutting wood on a table saw when the employee's left hand came in contact with the saw blade, amputating the two middle fingers."
1,An employee was cutting rubber parts on a bench cutter when the blade came down and cut her right middle finger (possible amputation).
1,An employee was attempting to remove a piece of material from a press when the press activated and partially amputated his right index and middle fingers.
1,"An employee was trying to clear a jam in a cutting machine. When the jam cleared, the machine automatically started back up, amputating the employee's right ring finger."
1,"On June 22, 2016, an employee sustained an amputation injury as performing maintenance on a push nut machine when the machine cycled and amputated the employee's left index fingertip. The machine was unguarded at the time of the incident."
1,"An employee climbed into the cab of a crane and, while adjusting his seat, placed his hand between the opening of the cab door and the side of the cab. A coworker in the area came along and closed the door during the process, amputating the employee's right ring finger."
1,"An employee was retrieving a mold from a racking system when the employee tripped over the support to an upright on the vacuum tube. The employee fell while holding the mold. Upon hitting the ground, the mold smashed the employee's right-hand index finger, resulting in a fingertip amputation."
1,"On June 22, an employee suffered the amputation of three fingers due to a chipper accident."
1,"An employee was performing maintenance on a tractor-trailer dolly leg when the trailer fell over and crushed the employee's left ring finger, which had to be amputated."
1,"On June 22, 2016, an employee sustained partial left index and middle finger amputations while operating a form machine."
1,An employee's middle finger was amputated when it was pinched between a rubber feed tire and a steel tube.
1,"An employee was installing metal flooring and had rested the pieces to be installed. When the employee moved one of the metal grates, the other fell over and landed on the employee's hand, amputating the left ring fingertip."
1,"On June 24, 2016, an employee suffered a finger amputation while using a miniature roll winder machine."
1,"An employee was performing a die and pin change on an extruder line. The employee moved the automatic cutting machine away from the extruder. When the employee hand-fed material through the cutting machine, it cycled and amputated the right index and middle fingers."
1,"An employee was cutting blocks with a microtome machine when the employee's left index finger was caught in the machine, amputating the fingertip."
1,An employee suffered a fingertip amputation while cutting wood with equipment.
1,"An employee was servicing a sprocket and chain on a conveyor belt when the employee's right thumb was caught between the sprocket and chain, amputating the thumb tip."
1,"An employee was on a workover rig, transferring rods from the transfer and screwing them in, when his glove/sleeve became snagged on the equipment and was twisted around, amputating his left thumb."
1,"While setting up a machine, an employee's left index fingertip was amputated."
1,"An employee was holding material for a coworker who was using a manual shear to cut a piece of sheet metal. When the coworker engaged the shear, it amputated the employee's left index fingertip."
1,"An employee was servicing a dumpster and placing it into its metal compactor housing. The dumpster did not make contact with the interlock switch. When the employee attempted to reposition the dumpster, the dumpster shifted and pinched his left thumb. He attempted to remove his left hand, and his thumb tip was amputated."
1,"An employee had just emptied a dumpster with a front-load dump truck and was trying to make sure the dumpster went all the way back into its metal housing enclosure. While his left hand was on the top edge of the dumpster, his left thumb became pinched between the metal housing and the dumpster underneath it. About a quarter-inch of his thumb tip and part of his fingernail was amputated."
1,"An employee was loading a hose for testing in a tensioner when the clamping mechanism activated while his index finger was between the clamp and hose. When he pulled away, his fingertip was amputated."
1,"An employee was attempting to unjam a hand tool that was lodged in the baler crush plate and baler wall. When the jammed hand tool came loose, it struck the employee's left index finger, amputating the fingertip."
1,"An employee was opening the door for coworker when a gust of wind caught the door. The employee's hand was then pinched between the door and the outside wall, amputating the right ring fingertip."
1,An employee sustained a right index finger amputation while cleaning a machine. The machine was not locked/tagged out at the time.
1,"An employee was troubleshooting a rod welder when a coworker pushed a valve that closed on the employee's right index finger, amputating it at the first knuckle."
1,An employee was dismantling shoring equipment when his right ring finger was partially amputated.
1,"An employee was manually feeding fabric into a winder machine when her left index finger was caught between a conveyor belt roller, amputating the fingertip."
1,"An employee was lifting a man-hole cover with his hand when it fell and struck his right index finger, amputating the fingertip."
1,"While putting a bread rack away, an employee's right pinky finger struck a table, severing the fingertip."
1,"While moving a 55-gallon drum, an employee's hand slipped and their finger was caught between two drums, amputating the right middle fingertip."
1,An employee was sealing bags of ice.  He tried to prevent a bag of ice from falling and his right index finger was amputated by the machine.
1,"An employee arrived at a worksite, opened the lease gate, drove the vehicle through the gate, and exited the vehicle to close the gate when the wind caught it. The employee tried to block the gate from hitting the company vehicle. The gate caught his thumb between it and the vehicle door, amputating flesh on his left thumb tip."
1,An employee was attempting to align a part on the block machine when his right middle fingertip was amputated.
1,An employee was clearing a jam in the shear when the machine activated via the foot pedal and amputated three right-hand fingers above the second joint. The machine was unguarded at the time of the incident.
1,An employee was operating a front loader. His right hand was caught in the door when it closed and 1/3 of his right index finger was amputated.
1,An employee was moving a bundle of steel straps 2 inches wide by 21 feet long off of a delivery truck. The employee was holding onto them when the bundle shifted and the employee's right index fingertip was amputated.
1,"On June 27, 2016, at approximately 8:00 a.m., an employee was unpinning traveling blocks from a top drive when the blocks shifted and his right hand was caught in a pinch point, amputating his ring fingertip."
