,Level,input_text_clean
9680,1,employee attempting move conveyor back original position moving grease bearing adjacent conveyor employee grabbed bottom leg conveyor tried pull back place pulled bottom leg conveyor top end conveyor tilted rocked allowed right gloved hand travel conveyor leg smashed base plate conveyor leg floor amputating fingertip
9681,1,employee amputated right index fingertip cleaning deli meat slicer
9682,1,employee operating machine amputated right middle fingertip caught screw trying remove piece plastic
9683,1,employee moving attachment member got left index finger caught attachment member dolly cart resulting amputation finger
9684,1,employee measuring piece steel amputated right pinky fingertip
9685,1,employee installing dust collector air seal employee hooking air line touched rubber seal verify seal engaged another employee working activated air start button injured employee right index fingertip amputated
9686,1,two employee removing bolt flange one employee loosening bolt hand another employee using pneumatic socket wrench wrench bar travel bar pinched first employee finger resulting amputation right index fingertip
9687,1,employee left index finger caught chain concrete unloading precast concrete box resulting amputation fingertip
9688,1,march employee setting press amputated part left index finger
9689,1,employee suffered partial amputation open fracture distal phalanx left thumb outside door loading dock area caught wind shut employee hand
9690,1,employee attempting place core plug core hard roll towel area pinched left middle finger core core plug resulting amputation fingertip
9691,1,employee installing pound cable tray skid hand caught cable tray skid cable tray lowered employee suffered amputation distal phalanx right pinky finger
9692,1,employee climbed onto machine reached remove accumulated chicken part right ring fingertip amputated guarded saw blade
9693,1,employee suffered diagonal amputation thumb tip using paper guillotine
9694,1,employee parking forklift suffered crushing injury left foot resulting amputation two toe
9695,1,employee lubricating machine amputated right index fingertip
9696,1,march approximately employee injured handling cant gang saw roof top chain inch inch cant came saw fell short chain fell towards floor employee reached end cant cant raised employee right thumb caught cant steel hood gang saw resulting severe cut behind nail bed knuckle employee transported hospital employee received stitch injury classified partial amputation tip bone broken nerve damage
9697,1,employee operating shear standing end catch material came employee saw piece plastic balling attempted remove quarter inch left finger amputated
9698,1,employee operating vegetable slicer amputated right index fingertip
9699,1,employee holding dock plate handle forklift operator could maneuver fork handle employee left index finger crushed dock plate handle resulting partial amputation
9700,1,employee changing auger bit drilling rig employee noticed pin hole filled dirt employee used right middle finger clear hole kelly bar moved amputated finger
9701,1,employee attempting replace belt pulley system bagging area machine stopped employee pulled pulley due high tension belt employee right hand pulled belt pulley resulting amputation first two fingertip right hand
9702,1,releasing turnbuckle poured concrete wall employee right ring finger amputated first knuckle
9703,1,march employee maneuvering steel frame close concrete floor slid block wood supporting one end frame struck employee right middle finger resulting amputation fingertip
9704,1,employee checking banding strapper machine lid fell onto employee hand amputating left ring middle fingertip
9705,1,employee unjamming sawdust feeder amputated left index middle fingertip
9706,1,employee operating cutting machine amputated two fingertip unplugging clog machine running unguarded time incident
9707,1,march employee operating press machine hand resting machine track automated mold platform pinched left index finger resulting amputation fingertip
9708,1,employee cleaning rotary valve machine coworker activated machine amputated employee index finger first knuckle fingernail machine locked tagged time
9709,1,employee performing maintenance lubricating drive train rag rag became caught attempted pull rag right hand caught chain sprocket amputating half right pinky finger
9710,1,employee right index finger caught amputated rolling crimping machine
9711,1,march employee guiding finished roof truss exit roller past finish press using pivot pole guide employee left ring finger caught finished roof truss pivot pole partially amputating distal fingertip
9712,1,employee assembling large gearbox using lifting hoist end swivel hook hooked onto assembly shaft end went hook hoist customer end hook swiveled gloved hand chain hoist weight shifted left index finger caught chain chain adjustment resulting amputation first distal joint
9713,1,employee amputated two finger casing loosened retention nut fell struck employee
9714,1,employee loading insulation blow machine tripped tried catch left thumb tip hit gear amputated
9715,1,employee using band saw cut meat hand came contact saw blade amputating left thumb tip
9716,1,employee operating electric pallet jack moved onto lift gate lift gate wet slippery running previous pallet contained product packed ice jack starting sliding toward curbside platform pallet sliding edge associate tried keep pallet level placing arm pallet keep falling pallet jack continued slide employee attempted get way finger slid across pallet jack amputated
9717,1,employee attempting move pail conveyor line fingertip caught amputated
9718,1,employee using meat blender blade amputated employee right ring finger
9719,1,employee moving grill component lift lift released component fell onto right index finger amputating fingertip
9720,1,employee cutting plywood powered hand saw left index finger touched saw blade amputated
9721,1,employee cutting chicken knife amputated approximately left thumb tip
9722,1,march approximately employee troubleshooting vacuum pump belt lacerated left middle finger bone finger partially amputated
9723,1,employee using dolly transport box pulled back handle unable keep upright dolly came trapping finger handle ground attempted pull finger skin removed fingertip surgically amputated
9724,3,two employee cleaning tank vacuum hose air lamp flash fire occurred burning employee face
9725,1,employee performing preventive maintenance line case erector machine form corrugated box employee looking see bearing running smoothly machine shop rag right hand rag got caught moving chain sprocket assembly pulling right index finger assembly finger severely lacerated contorted amputated hospital
9726,1,employee foot frame ladder cutting using circular saw amputated finger
9727,1,employee helping build turf roller employee glove got caught shaft roller sand paper resulting amputation left thumb
9728,1,employee servicing well injured employee lifted tubing finger caught slip segment well head resulting amputation middle fingertip
9729,1,employee hand clearing part machine press manufactured part last cycle got stuck upper part die employee went reach part fell struck left middle finger resulting fingertip amputation part weighed approximately 
9730,1,employee setting utility pole using boom truck using choker chain hold pole set chain rolled pole caught injured employee left ring finger resulting amputation finger
9731,1,employee operating shear amputated middle fingertip
9732,1,employee setting offline printer got finger caught roller guard resulting amputation injury
9733,1,march approximately employee injured checking function pump used transfer oil tank compressor station engine pump heated tarp placed pump effort hold heat due outdoor freezing temperature employee reached tarp made contact moving piston inside air exhaust port resulting amputation right index fingertip
9734,1,employee working yogurt filling line amputated one half inch right middle finger
9735,1,employee removing mylar coating stainless steel pipe wearing cut resistant glove time placed steel pipe lathe sand coating pipe rotating steel pipe caught gloved right hand pulled amputating middle ring finger far distal joint
9736,1,employee cutting wood saw amputated fingertip
9737,1,employee suffered pinky fingertip amputation retracting parcel chute delivers package trailer
9738,1,march employee operating iron worker machine amputated finger
9739,1,employee putting sheet metal pyramid roller gloved left hand pulled roller resulting amputation left right fingertip
9740,1,employee moving reinstalling equipment employee adjusting spacer board underneath piece equipment forklift operator lowered equipment onto employee right middle finger resulting fingertip amputation
9741,1,employee made delivery restaurant preparing delivery truck travel employee little finger caught rising tail gate partially amputated
9742,1,employee troubleshooting one vacuum cleaner contacted motor fan blade resulting amputation right middle fingertip
9743,1,employee operating rail spike machine noticed steel bar feeding properly pinch wheel employee used hand manipulate bar feed properly caught right middle finger pinch point resulting fingertip amputation
9744,1,employee trying unjam boxing machine machine cycled right hand caught chain sprocket resulting several broken finger right pinky finger later amputated
9745,1,employee performing preventive maintenance conveyor wiping conveyor frame rag rag got caught conveyor belt roller employee right hand pulled machine right middle index finger severely lacerated resulting amputation conveyor locked tagged time
9746,1,march employee using band saw cut meat suffered pinky fingertip amputation laceration ring finger cut resistant glove worn time
9747,1,employee helping unload loader trailer left ring finger caught ramp loader bucket resulting amputation
9748,1,employee using manual lathe polish small pin used mold manufacturing polishing rotating pin using piece sandpaper glove middle right finger got caught rotating part pulling hand resulting amputation right middle finger broken ring finger
9749,1,employee bending pick broom laying floor wall linen department fire extinguisher fell wall landed right thumb thumb amputated thumbnail
9750,1,employee attempting clear jam small metal scrap baler baler engaged employee left foot machine resulting amputation foot ankle
9751,1,employee operating roll band saw using roll control move part blade area pulling cut part left hand employee reaching cut part left hand contacted blade amputating middle ring pinky finger
9752,1,employee placing rotor shelf using step ladder holding onto shelf support bar employee stepped ladder shelf collapsed employee left hand resulting partial amputation left index finger
9753,1,employee working piece equipment adjusting tube valve approx manual handle lock position employee put hand inside valve check see flush lift handle released employee finger still tube resulting partial amputation third finger left hand
9754,1,employee attempting position pipe swage unit using wrench style tool employee applying force tool slipped pipe employee struck hand metal table runner employee hand pinched tool table runner resulting partial amputation right middle finger
9755,1,employee amputated index fingertip cutting piece pipe pipe cutter
9756,1,employee cleaning discharge chain conveyor thumb caught chain amputating right thumb nail bone conveyor locked tagged time
9757,1,employee greasing bearing running machine left index finger caught chain sprocket resulting amputation first knuckle guard removed time
9758,1,employee deburring piece steel belt sander metal flipped caught amputated right thumb tip belt
9759,1,employee operating press break bend sheet metal amputated middle two fingertip right hand pinched upper lower 
9760,1,employee suffered fingertip amputation working conduit concrete floor injured employee manually bracing piece metal conduit another employee applied pressure bend conduit rolled caught injured employee finger conduit concrete floor resulting amputation left middle fingertip
9761,1,employee unjamming multi aspirator system machine cycled resulting amputation left hand middle finger
9762,1,employee operating brake press bend piece metal feeding press right hand entered machine amputating right middle ring fingertip
9763,1,employee attempting load material monorail cart employee pushing material monorail material cup employee right middle finger pinched material shell bar monorail cart cup fingertip surgically amputated
9764,1,march employee using baler compress metal part block employee left foot pushing wire baler horizontal door caught foot amputated two toe baler running time
9765,1,employee suffered finger amputation placing piece press brake
9766,1,employee feeding wire wire pulling unit employee fingertip entered pinch point machine partially amputated
9767,1,employee troubleshooting drive motor embossing machine employee fingertip caught amputated two motor gear
9768,1,employee loading pre fabricated rack inch conduit cart onto trailer finger caught cart conduit amputating right ring fingertip
9769,1,employee lifting mold crane rigged mold using chain sling eye bolt secured mold operating crane right hand placed left hand chain sling top eye bolt sling became tighter chain came together pinched end left thumb causing open fracture left thumb tip thumb tip surgically amputated
9770,1,march employee checking empty chemical hopper amputated two finger right hand slide gate struck employee right hand
9771,1,temporary employee removing part neck machine machine activated via foot control left middle fingertip caught amputated machine nip point
9772,1,employee winding fiberglass onto spinning mandrel gloved right hand caught fiberglass mandrel pulled winder pulled hand middle ring fingertip amputated
9773,1,employee unloading car engine coworker engine became caught truck bed fell injured employee attempted catch engine left index finger caught pallet engine amputating fingertip
9774,1,employee dumping trash trash hopper larger trash bin employee left ring fingertip caught amputated two trash receptacle
9775,1,employee offloading perforating gun trailer ground fingertip pinched two section pipe resulting amputation
9776,1,employee attempting adjust print plate printer machine left ring middle finger caught machine roller left ring fingertip amputated middle finger lacerated machine unguarded time
9777,1,employee transporting forklift mast piece using crane sling piece slipped sling material shifted pinched right pinky finger amputating fingertip
9778,1,employee repairing floor handheld saw employee shut saw reached near saw made contact blade still coasting stop employee left index fingertip amputated
9779,1,employee standing end conveyor catching long crossouts bundled crossout landed frame conveyor rather falling end conveyor belt employee left middle fingertip caught amputated crossout conveyor frame
9780,1,employee clearing jam indexing conveyor belt belt indexed unexpectedly catching amputating employee right ring finger first digit conveyor emergency stop activated time incident
9781,1,employee left index finger amputated contacting moving part exhaust fan paint department exhaust fan unguarded time
9782,1,employee cutting chicken knife left thumb tip amputated cut resistant glove worn time
9783,1,employee changed packing frac pump preparing install plunger plunger slipped smashed finger corner fluid end amputating portion left pinky
9784,1,march employee nut welder retrieving extra nut dropped nut feeder employee left fingertip caught amputated nut retrieved tip welder
9785,1,march employee working anilox roller began move caught employee left hand amputating two finger roller energized time
9786,1,employee cutting wood table saw hand pulled finger amputated saw unguarded time
9787,1,employee using saw cut wood doorframe blade amputated employee left thumb tip
9788,1,employee moving metal table wheel next another metal table right hand smashed two pinky finger avulsed surgically amputated knuckle
9789,1,employee running brake press bending flat aluminum sheet form louver handling aluminum sheet right hand slipped went toward point operation press knife pulled right hand back press knife amputated right middle fingertip
9790,1,employee removing valve flange removing valve right pinky finger caught flange valve pad amputating first joint
9791,1,employee moving equipment stand ground right middle fingertip pinched amputated equipment stand
9792,1,march employee operating drill press drill hole shower shelf employee right middle fingertip caught drill bit fingertip amputated first knuckle
9793,1,employee putting jewelry safe part closing procedure closed safe door closed amputated right middle index fingertip
9794,1,employee removing flywheel paver came came right pinky finger amputating tip
9795,1,employee coworker positioning wood panel bed milling machine coworker turned milling machine vacuum system vacuum sucked wood panel milling machine panel pinched amputated employee right middle fingertip milling machine bed
9796,1,employee closing vault door bank door caught left index finger pulled left hand back index fingertip detached medically amputated
9797,1,employee hooked chain sling section beam bridge crew could move crane guiding material crane moved chain sling slid allowed beam roll right index fingertip caught amputated chain beam
9798,1,employee cutting circular saw grout form board saw horse saw kicked back employee hand slipped saw resulting amputation right ring fingertip
9799,1,march around employee using air hose clean equipment hose became wrapped steel stand steel stand propping open metal door employee tugged hose caused steel stand move metal door close amputate employee left middle fingertip
9800,1,employee cleaning patch kit machine use employee using air wand blow sand around machine clump sand get air pressure attempted remove clump sand hand point machine cycled amputated left index finger machine guarded time
9801,1,employee smashed left pinky finger pulling lever yard tilt dumpster half finger medically amputated
9802,1,employee changing die press brake machine cycled amputated right index finger
9803,1,employee cleaning roll forming machine right hand caught two roller right middle finger crushed amputated machine locked tagged time incident
9804,1,employee changing light bulb globe around bulb broke broken glass amputated fingertip
9805,1,employee cutting band bundle bar started roll employee tried brace hand went toward bar fingertip pinched partially amputated two bar
9806,1,employee lowering box clay pigeon container container lid fell left middle finger resulting amputation without bone loss
9807,1,derrick workover rig fell struck employee head wearing hardhat time
9808,1,employee suffered right ring finger distal amputation operating sheeter machine machine guarded time
9809,1,employee cutting piece aluminum rotary saw kicked back amputated left index finger
9810,1,employee operating disc sanding machine tip left index middle finger amputated
9811,1,march employee clearing jammed material machine hand caught air lock rotating fan blade partially amputated second third fourth finger right hand
9812,1,march employee moving roll steel coil coil caddy crane employee saw coil tipping tried stop tipping coil tipped employee left hand caught coil caddy steel coil amputating first second finger breaking third finger
9813,1,march employee troubleshooting overhead door opener left finger became caught chain sprocket side mounted overhead door opener resulting left pinky fingertip amputation
9814,1,employee cleaning cluster machine mixer running amputated fingertip
9815,1,employee reading meter residence bitten dog suffered amputation right pinky fingertip
9816,1,employee cleaning blender machine amputated left ring finger portion left middle finger lacerated left index finger blender machine operating time incident
9817,1,employee cutting framing material fillet cutter amputated right index fingertip
9818,1,employee conducting test valve located trolley system valve hydrostatically tested valve fell trolley system landed employee resulting amputation employee index ring finger
9819,1,march employee guiding ply paper winder machine right hand caught machine belt amputating part right thumb index finger
9820,1,march employee operating press suffered partial amputation right middle finger
9821,1,employee testing new matrix respiratory care valve closed employee right middle finger amputating fingertip
9822,1,employee operating baler machine employee installed new spool baling wire back machine threaded new wire eyelet twisting new wire onto old wire machine cycled severing left hand machine guarded time
9823,1,temporary employee operating reach truck struck rack resulting amputation left thumb first knuckle
9824,1,employee lifting sheet metal bundle crane intended separate pas strap two bundle top one fell trapped left middle fingertip amputating bone loss
9825,1,employee using winch collect waste material rear load trash truck winch retracting held winch cable one side away cable bracket left hand left index finger caught cable bracket amputating fingertip
9826,1,employee left index finger severely lacerated helping another employee clear clogged mower chute commercial zero turn lawn mower mower turned cutting blade disengaged however blower fan still moving injured employee left hand entered blower fan finger amputated
9827,1,employee trying get sand flow slot gate closed amputated two employee fingertip
9828,1,employee driving forklift overturned employee left leg caught forklift mast crushing toe amputated hospital five toe left foot amputated
9829,1,injured employee cleaning lower plate printing press towel wrapped around right hand second employee cleaning setting upper portion press injured employee hand pulled press due towel partially amputating right thumb crushing right ring finger
9830,1,employee using table router trim part finger pulled blade resulting amputation left index fingertip
9831,1,employee opening lid vacuum hopper lid slipped grasp fell crushing left index finger lid hopper resulting amputation fingertip
9832,1,employee cutting material miter saw blade amputated left index finger first knuckle
9833,1,employee reaching front weapon qualification weapon discharged amputating first digit left index finger
9834,1,employee leveling debris trash box directly underneath airlock system employee hand caught airlock amputating left index finger distal tip
9835,1,april employee adjusting roll plastic material fed thermoforming machine standing small metal grated platform employee stumbled employee hand caught pinch point machine chain drew material resulting amputation right middle fingertip
9836,1,employee beginning clean place process employee disconnected air line energized valve causing close employee right index finger amputate fingertip
9837,1,employee using manual paper cutter aligning material cut cutter arm fell lacerated employee left hand middle finger fingertip amputated order close wound
9838,1,employee descending basket boom truck left ring finger caught bracket held bucket truck resulting amputation
9839,1,employee suffered amputation left index finger trying dislodge piece stuck die machine
9840,1,employee amputated left pinky finger first knuckle bushing machine
9841,1,employee working mill press suffered fingertip amputation
9842,1,employee drilling hole steel glove pulled drill resulting finger amputation knuckle
9843,1,employee running minute boiler test diesel fueled boiler caught finger right hand spinning belt pulley boiler diesel pump turned belt pulley still spinning employee right middle finger amputated first joint guard place time
9844,1,employee left index fingertip partially amputated placing liver position giblet harvester
9845,1,employee lifting engine compartment door tank slipped left hand attempted catch door right hand crushed pinky finger resulting amputation fingertip
9846,1,employee performing maintenance setting tool used hydraulic fracturing opened vise turned tool degree make easier service sliding tool back vise tool fell caught finger tool vise amputating left middle finger nailbed
9847,1,employee removing block cheese cutting harp suffered amputation injury left hand
9848,1,employee cleaning conveyor belt dust rag conveyor caught rag pulled finger belt amputating fingertip
9849,1,april employee disassembling setting tool employee right third finger caught tool partially amputating fingertip
9850,1,employee repairing kettle motor amputated right pinky finger caught belt pulley putting belt back onto machine
9851,1,employee working valve box railroad car manway lid fell left hand amputating thumb
9852,1,employee unjamming product machine equipment started employee left hand caught auger resulting amputation three finger auger guard place time
9853,1,april approximately employee operating band saw employee left hand contacted running blade amputating thumb index middle fingertip
9854,1,employee attempting dislodge meat inside meat processing machine machine activtated amputated several employee finger
9855,1,april employee cleaning canning machine employee right index fingertip contacted rotating auger amputated machine running unguarded time
9856,1,employee attempting push sandwich wrapper machine left index middle fingertip partially amputated wrapper jaw machine guarded time
9857,1,april employee cleaning coffee grinder espresso machine door machine hopper opened employee attempting close door made contact hopper piston came amputating right index finger base fingernail first knuckle joint
9858,1,employee cleaning build metal shaving carrier plate double disc grinder right middle finger caught amputated hole carrier plate rotating disc
9859,1,employee emptying trash dumpster yard roll container loading dock dumpster started falling container employee attempted catch dumpster slid amputated last digit ring finger dumpster roll container
9860,1,employee suffered right middle fingertip amputation attempting remove film packaging machine machine guarded time
9861,1,employee cleaning glue roller machine employee finger caught roller amputating fingertip machine running time
9862,1,employee troubleshooting pouring station cylinder activated right fingertip caught plunger stop plate flesh right index fingertip amputated bone loss pouring station locked tagged time incident
9863,1,employee attempting repair welding machine pair plier plier became caught pulled employee hand machine partially amputating left ring finger
9864,1,employee using saw cut metal recreational vehicle part changing cutting one type part another saw old material inside guard machine attempted remove material saw blade amputated left ring finger
9865,1,employee performing maintenance clearing jam granulator section machine fell amputated fingertip machine locked time
9866,1,employee loading supply truck closing tailgate right ring finger caught tailgate amputating fingertip
9867,1,employee cutting bacon bandsaw made contact blade amputating right index finger saw guarded time
9868,1,employee attempting close tail aircraft employee right index finger smashed amputated mobile tail enclosure
9869,1,employee repairing feed line auger tension system employee thought energy released spring loaded energy released pinched finger cage finger surgically amputated
9870,1,employee suffered right index fingertip amputation using meat saw cut meat
9871,1,employee operating cut bar saw counterweight keep saw elevated broke causing saw blade come partially amputate left thumb left index middle finger
9872,1,employee using right hand push meat across meat slicer employee vinyl glove caught slicer blade pulling employee right thumb blade employee right thumb tip amputated along part thumbnail
9873,1,april employee cleaning equipment partially amputated employee left middle ring finger equipment locked time
9874,1,employee operating band saw sneezed several time hand went blade amputating left thumb
9875,1,steel beam fell employee leg resulting amputation left foot
9876,1,attempting remove obstruction valve located inside rail car valve closed amputated employee left ring finger
9877,1,employee cutting meat meat saw amputated middle fingertip without bone loss
9878,1,removing aluminum flash die hydraulic trim press employee amputated middle finger press malfunctioned
9879,1,employee checking pipe smoothness checking inside pipe thumb machine cycled pushing pipe back back stop trapping thumb back stop wall pipe tip thumb amputated
9880,1,employee setting hydraulic pull tester station capacity plastic chain product put tension employee adjusting locking washer spanner wrench plastic chain snapped employee left middle fingertip caught amputated washer table
9881,1,employee assisting saw build employee tried grab ball screw falling finger crushed pinched falling part machinery housing
9882,1,employee threading stock core machine suffered partial amputation right ring finger
9883,3,employee removing gearbox frame laser guided truck removing last two bolt holding gearbox frame gearbox fell struck employee foot employee suffered five broken toe
9884,1,employee struck raised fork forklift losing eye
9885,1,employee struck vehicle resulting amputation right leg
9886,1,employee cutting plywood planer lacerated three finger right hand amputated fingertip planer unguarded time
9887,1,employee using compressed air clean coolant bottom part suspended magnet part fell magnet employee index finger struck either air hose falling part resulting partial amputation
9888,1,employee cutting bone steak vertical band saw amputated left middle fingertip
9889,1,april employee setting shim press press cycled employee finger caught clamp used secure product resulting partial amputation left index middle finger
9890,1,employee installing band saw belt amputated right index fingertip belt pulley machine locked tagged time
9891,1,employee releasing water hopper operation releasing connection braced hand opening hand slipped contacted hopper lift resulting amputation index middle ring finger middle knuckle left hand
9892,1,employee cleaning grease sprocket rag rag got caught sprocket pulled employee finger sprocket chain employee right index middle finger partially amputated
9893,1,employee operating bending machine crushed right thumb machine resulting amputation first knuckle
9894,1,employee transporting container liquid nitrogen dolly upon entering building container fell dolly pinched employee finger dolly resulting left index finger amputation tip distal interphalangeal joint
9895,1,employee mixing mortar battery powered drill employee glove caught drill chuck pulling hand drill resulting amputation thumb
9896,1,employee transporting patient stretcher room process door handle trapped pinky finger door handle stretcher resulting fingertip amputation
9897,1,employee using knife cut food blade amputated fingertip
9898,1,employee weighing gallon drum pallet next scale tried rotate drum pallet onto scale right thumb pinched two drum amputating thumb tip
9899,3,two employee working aerial lift ran septic tank cover cover collapsed causing one employee catapulted lift slam guardrail lift
9900,1,employee cutting drywall table saw contacted saw blade resulting amputation left middle finger first second joint laceration left index finger required medical amputation
9901,1,april employee attempting block cylindrical boiler caught right index finger boiler dunnage resulting fingertip amputation
9902,1,employee performing maintenance cutter machine partially amputated left middle ring finger
9903,1,employee loading unloading pipe trailer ground pipe rolled pinched finger finger amputated
9904,1,employee operating machinery line make pvc pipe pipe became stuck misaligned employee attempting fix problem right middle ring finger smashed two pipe amputating finger first joint
9905,1,employee adjusting dock plate trailer dock plate became stuck employee attempted unjam dock plate employee right pinky finger caught dock plate trailer amputating fingertip
9906,1,employee removing debris machine waiting machine cooling process completed due software error interlock system failed allowing machine die move contact employee right thumb suffered open fracture thump tip medically amputated
9907,1,employee sanitizing equipment filling line drain valve opened finger one filler hole filler cycled amputated left middle fingertip top knuckle
9908,1,employee connecting two baggage transporter hinge one dropped pinching amputating employee left middle finger
9909,1,injured employee pressing rail car pusher arm crow bar another employee moved rail car forward crushed injured employee left index finger resulting partial amputation distal middle joint
9910,1,employee working green stacker laying stick last course lumber coming towards employee paper ticket blew employee pulled stop picked ticket handed another employee injured employee contacted machine amputating right ring finger
9911,1,employee changing semi tire employee trying mount tire axle jack fell severed tip employee pinky finger bottom rail tire
9912,1,employee operating chop saw suffered fingertip amputation
9913,1,april employee using stand tugger move cart staging area right index finger caught light pole tugger frame cart moving resulting amputation right index fingertip
9914,1,employee cleaning quill puller defeathering machine water amputated right pinky finger machine locked time
9915,1,employee emptying debris using dump box forklift construction site employee released latch dump box order tip dumpster time employee slipped tried catch left hand got caught fork dump box pinching middle ring finger resulting crushing injury ring finger middle fingertip amputation
9916,1,april employee hoisting material via crane suffered distal finger amputation caught crane hook hoist attachment
9917,1,april employee attempting remove finished product magnetic wheel end conveyor employee glove caught unguarded moving chain sprocket resulting thumb tip amputation
9918,1,employee cutting wood using trim track machine machine jammed clearing jam employee left middle ring pinky finger amputated saw blade
9919,3,four employee utility terrain vehicle utv going hill tipped backwards rolled hill two employee hospitalized one employee hospitalized broken pelvis second employee hospitalized leg injury
9920,1,employee working fresh air intake fan electrical source energy locked residual source energy process locked hand caught pulley resulting amputation left pinky knuckle amputation ring middle index finger
9921,1,employee cleaning wood piece chop saw suffered partial amputation left index fingertip
9922,1,employee placing metal stabilizing ring cardboard drum left pinky finger pinched stabilizing ring drum partially amputating fingertip
9923,1,employee cutting wood circular saw saw kicked back amputated employee left index finger
9924,1,employee dumped wet mud dump truck closing tail gate smashed ring middle finger hand causing amputation
9925,1,employee letting car lift lift came left hand amputating middle finger
9926,1,employee drilling hole copper tubing wearing glove moved part position began lowering drill head right hand bumped drill bit caught fabric glove pulled right hand bit drill bit deeply lacerated middle finger partially amputated pinky index finger
9927,1,april employee attempting clear plugged fiberglass tube sheet molding compound machine glass cutter pulling fiberglass tube employee right middle fingertip struck rotating cotton roller amputated machine unguarded time incident
9928,1,employee operating punch press malfunctioned came amputating two finger right hand
9929,1,employee ramp dolly dolly moved away fell right hand caught dolly ramp amputating middle fingertip bone loss
9930,1,employee amputated right index fingertip attempting repair balance forklift truck
9931,1,april approximately employee operating chipper slab became hung mouth chipper employee turned vibrating conveyor gained access opposite side chipper pulled slab slab came free hand smashed slab mouth chipper amputating right ring finger near first knuckle
9932,1,employee finger caught amputated closing box truck door employee also suffered two broken finger
9933,1,april employee performing maintenance conveyor belt right thumb caught amputated belt chain sprocket drive
9934,1,employee lifting manhole cover slipped amputated right middle finger another employee
9935,1,employee offloading dry fertilizer train car dry facility using auger system foot leg pulled auger resulting amputation leg
9936,1,employee replacing broken bolt pneumatic cylinder ton aluminum extrusion machine amputated right thumb first knuckle joint machine guarded distance guardrail system machine running time
9937,1,employee attempting unjam wire cable winch employee left hand entered winch amputating middle fingertip
9938,1,employee operating bone saw cut meat left hand slipped meat contacted blade amputating left index fingertip
9939,1,employee cutting material amputated left ring finger
9940,1,employee working rig floor installing lift cap mud tool driller came elevator right middle finger caught elevator lift cap partially amputating finger
9941,1,temporary employee using metal drum lift lift gallon plastic drum raise tip drum pour suntan product mix container weighed placed hand lift clamp drum vertical position drum slipped right index finger caught top lip drum clamp resulting amputation right index fingertip
9942,1,april employee attempting use tool remove jam machine tool became caught machine auger along employee left index finger
9943,1,employee sustained partial amputation right thumb index finger cutting aluminum table saw
9944,3,two employee approximately foot scissor lift working motor overhead dock door customer site overhead door activated knocked scissor lift causing one employee fall basket one employee damaged jaw lost teeth sustained rib injury potentially broke leg second employee fractured wrist hospitalized
9945,1,two employee moving post tension machine another location injured employee left hand inside machine turned resulting partial amputation three finger
9946,1,employee sanitizing metal wire mesh conveyor belt employee dropped wire mesh conveyor belt landed fingertip resulting amputation fingertip
9947,1,attempting align fiber cement box weighing forklift box shifted catching employee left hand edge top bottom box employee left middle finger amputated first knuckle joint left ring finger crushed
9948,1,employee cleaning ink reservoir printing press rag using pulled roller along hand tip employee right pinky finger amputated
9949,1,shelf line area employee reaching conveyor belt inspect welded bracket piece thin sheet metal hair got caught conveyor belt employee used left hand try pull free left hand got caught conveyor belt resulting amputation left pinky fingertip
9950,1,employee using hoist align bolt front disc brake dropped bolt employee went pick right index finger slipped inside bolt hole hoist activated time employee index fingertip amputated
9951,1,employee operating pedal activated chop saw cut board amputated two left finger
9952,1,employee using portable cutting beveling tool cut bevel end schedule pipe employee gloved hand caught pulled beveling die pipe causing partial amputation left index finger
9953,1,employee trouble shooting planer making noise employee took guard disassembled planer employee plugged motor checking bearing right hand contacted rotating planer blade resulting multiple finger amputation
9954,1,employee installing new gang saw employee left hand caught chain sprocket resulting laceration crushing injury index middle finger finger surgically amputated middle joint machine guarded locked time
9955,1,employee loading inch iron flow pipe inch long onto trailer left ring finger became caught pipe trailer resulting amputation left ring fingertip
9956,1,employee loading grocery delivering cart customer location lost footing tipping cart fell backwards loaded cart fell right thumb amputating first knuckle
9957,1,employee connecting gooseneck trailer truck manually adjusting hitch onto ball trailer dropped onto ball amputating employee fingertip
9958,1,employee checking belt hvac unit roof unit shut locked however mile per hour wind caused fan move pinch employee left pinky finger belt pulley resulting amputation left pinky fingertip
9959,1,employee servicing molding press using remove press screw inside machine barrel moved forward pinned right hand machine resulting amputation right thumb tip
9960,1,employee operating press right thumb became caught machine resulting amputation right thumb
9961,1,employee replacing hvac fan belt thumb became caught belt pulley resulting amputation thumb
9962,3,employee depressurizing level bridle hose bridle flare system broke releasing hydrofluoric acid two employee exposed chemical vapor resulting injury eye facial skin lung employee hospitalized
9963,1,working metal shear employee middle fingertip contacted point operation amputated
9964,1,employee cutting piece cabinet wood table saw hand contacted blade resulting amputation fingertip
9965,1,employee clearing jam filler machine left index finger partially amputated
9966,1,employee pressing bearing finger became caught press machine resulting amputation left index fingertip
9967,1,employee operating coil slitter finger became caught roller resulting amputation right index finger
9968,1,employee sanitizing muffin machine auger right middle finger caught running machine resulting fingertip amputation
9969,1,employee changing slip rig hand became caught machine part resulting amputation part finger
9970,1,employee assembling cooker valve employee finger became caught two valve part partially amputating employee right ring fingertip
9971,1,april employee using overhead crane lower frame onto frame table left middle finger pinched strut stop frame resulting partial amputation
9972,1,employee tightening bolt back new blade wood chipper machine impact wrench employee finger became caught blade washer back blade employee sustained amputation left index fingertip
